"2026-03-30 18:58:07",PHPSESSID=aa55e3d958fef336b1fd70d53a90a303
"2026-03-30 18:58:41","user_id=1; user_role=admin; PHPSESSID=2a0591cccce8098dae89c7d8ef9216b5"
"2026-03-30 18:59:29","user_id=1; user_role=admin; PHPSESSID=2a0591cccce8098dae89c7d8ef9216b5"
"2026-03-30 19:02:06","user_id=1; user_role=admin; PHPSESSID=2a0591cccce8098dae89c7d8ef9216b5"
"2026-03-30 19:03:45",PHPSESSID=2a0591cccce8098dae89c7d8ef9216b5
